year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1982,0,0.52365722481176,0.18069727106666,,0.11855944342132,,0,0.28515309421055,0,0,0.63417957999485,0.28129371731048,0,0,0.76794781657683,0.086354594747418,0,0,0.4774016274481,0,0.081820363387041,0,0,0.18298742934278,0,0,0.23048857202768,0.13850491285322,0,0.097379445168497,1.3406532220746,0,0,0,0.19263427578003,0.62756697003195,0,,0,0,0.29427614268666,1.9621729645715,0.24874373774777,0,0.12032789822612,0,0.12398059996407,0.14981659294422,0,0.28353514884924,7.4691480562448,0.40147545153905,1.0048138268312,0.075188155459593,0.37678923615741,0,0,0.20266533774877,0.31280654394068,0.25354702179568,0.086132140399174,0,,0,0.057587715870907,0,,0,0.39947111094587,0.31999866998537,,0,0.42235848447686,0,0,0.52905087962731,0.15166266025641,,0.27363337902018,0,0,,0.087526693845855,0,0,0,0.057066052227343,0.14306348947283,0.22180675498485,0.53443058414585,0.27347184065934,0.36393919830239,0.19859495613705,0.25586375764251,0.23399482312338,0.46574364206077,0.35732025164769,0.2683696056085,0.4461659965537,0.35105970062841,0.30898449076361,0,0.12006529512359,0,,0.28193703629437,0,0,0,0.34089283585648,,0,0.21623088133339,,0,0.73070821066405,0,0,0,0,0.25918476100251,0,0,0.32371668311945,,,0,0.10521274365961,0.31756803198974,,0,0,0,0,0.26238751232742,0.5333685545224,0.19080432254976,,0,0.028385523613963,0.36142216229534,0,0.2661718215061,0.14444976731454,0,0.24405969971001,0,1.1495058462567,0.23245480124521,,0.16655041125352,0.18457842806377,,0.17249815847627,0,0.07586859688196,0.1782085470602,0.15785956056604,1.2853783277915,0.19044557543917,0.35199326541677,0,,0.78033669710843,0,0,0,0,0,0,0,0,0,0.23771787587116,0.25332443480437,0,0,0,0.51208703774172,0.86261515336419,0,0,0,0.86993349710911,0.63073369227215,0.30319961511013,0.0997409847047,0.088731358425484,0,0,0.29604793266602,0.1475880041632,0.52399939781061,0.4855100664176,0,0.087212276214834,0.19478410284809,,0.19419976218787,0,0.90773328072598,0.28332786151321,0.22155740022102,0,,,0,0,0.19737179865851,0.47640486345009,0.65473335718718,0.17616869918699,0,0,0.36841106644373,0.28738340466225,,,0.19566694146744,0.20487861811391,0.44772565017848
1983,0,0.54080431236258,0.22978139565417,,0.12519944033972,,0,0.27922965004163,0,0,0.58279751101893,0.26349871741913,0,0,0.60380406844386,0.079590011761161,0,0,0.41129946028546,0,0.078790322580645,0,0,0.18806488482504,0,0,0.19080800593032,0.13889211667727,0,0.12523156724713,1.2992812711974,0,0,0,0.18706298695739,0.60264342148182,0,,0,0,0.30880643184841,1.8665537512893,0.26378772447065,0,0.096690927555856,0,0.12159031375517,0.12679483581252,0,0.23988028257064,3.7609400324149,0.37959036144578,0.99420115548526,0.097282040051585,0.34319792578809,0,0,0.24169867559844,0.31822795137472,0.23837323616648,0.091284981117459,0,,0,0.066233484946935,0,,0,0.37374123415839,0.30588085857576,,0,0.33667033370004,0,0,0.51874332082794,0.19096347607053,,0.29423544764697,0,0,,0.078706286739065,0,0,0,0.062807825902034,0.16328144304423,0.22304812492001,0.5444314586941,0.27046850324618,0.36736148225592,0.18988081913826,0.24992194827817,0.34088782147858,0.46984915446145,0.34359728703516,0.25914398012511,0.45407214315908,0.33287830356336,0.35352317303501,0,0.11751451443771,0,,0.27358768542979,0,0,0,0.337196425102,,0,0.22380602389066,,0,0.66509448943942,0,0,0,0,0.30290099672006,0,0,0.24748199652347,,,0,0.12470870745458,0.30306915001604,,0,0,0,0,0.26998145783938,0.48997242416646,0.18848850160519,,0,0.03256746031746,0.3643589648367,0,0.25336017342831,0.13062279209734,0,0.23468194914488,0,1.1198273239689,0.23118302013085,,0.1874866097008,0.18602776783598,,0.19169788453063,0,0.080871712415298,0.17186390657279,0.15673664546546,1.2179018559659,0.19670879081119,0.33888771665411,0,,0.75420848518654,0,0,0,0,0,0,0,0,0,0.28844909466556,0.23011984490659,0,0,0,0.55473856990327,0.85360861125816,0,0,0,0.92254778962138,0.59249795031324,0.29055098205002,0.10342557678788,0.088730399343953,0,0,0.2719140238553,0.16042786536311,0.58790720318354,0.49052932744068,0,0.087068384539148,0.20645128084468,,0.15647812971342,0,0.89499587572175,0.32074186006729,0.21988860189254,0,,,0,0,0.19856630622301,0.45480913777449,0.63068354844284,0.15385704461794,0,0,0.3816193414032,0.28186875118938,,,0.2006512162421,0.19410679207096,0.5233483935743
1984,0,0.56158873805933,0.29403000538771,,0.11545747169025,,0,0.27658129355616,0,0,0.5822478851867,0.27633977266935,0,0,0.64342261696622,0.084186900632524,0,0,0.41633118492811,0,0.080624273617798,0,0,0.17748656506035,0,0,0.17828239713164,0.13367767210824,0,0.088219316821655,1.2144593953268,0,0,0,0.1607334430931,0.59246610940576,0,,0,0,0.30438031970106,1.764567703127,0.25258935008221,0,0.090150316455696,0,0.10857816268362,0.14807453774483,0,0.23485718423053,9.110927672956,0.35823640190539,1.006821153215,0.090642074927954,0.33399314357769,0,0,0.22428757852569,0.33690813114129,0.25119893060359,0.075886287625418,0,,0,0.061319808271096,0,,0,0.36807384636881,0.28945113455414,,0,0.33993746446845,0,0,0.51529322347583,0.12399053323029,,0.2963095745745,0,0,,0.084296230202989,0,0,0,0.06389458790237,0.15499684243764,0.21555083553978,0.54053179314784,0.30476912706437,0.362533430152,0.18977824428061,0.27045356161122,0.35777513898634,0.44710113224717,0.33739626109181,0.25538280285249,0.36785688729875,0.33884548279958,0.36762359024651,0,0.10690209878095,0,,0.34134897360704,0,0,0,0.22568412559672,,0,0.22893854748603,,0,0.67424661631646,0,0,0,0,0.25704481316765,0,0,0.33530135301353,,,0,0.12495811727164,0.29158983565486,,0,0,0,0,0.2539739213642,0.40506702412869,0.20444257125909,,0,0.042297533618766,0.37081945609818,0,0.25975175637736,0.12268226224497,0,0.27844110307864,0,1.0975491674342,0.23082456735663,,0.17189967982924,0.18827414738165,,0.15379746835443,0,0.083238382484361,0.16780604521705,0.14796774890217,1.1840052784607,0.19305008950541,0.31959459459459,0,,0.67133836318772,0,0,0,0,0,0,0,0,0,0.29253675751328,0.27893664005436,0,0,0,0.4865305464825,0.86462037170437,0,0,0,0.94903194768097,0.58268794976167,0.27736349438655,0.07808205294523,0.083746239372139,0,0,0.25658052615555,0.1522628572318,0.74364430760872,0.45477669136763,0,0.089985430565141,0.21115869881618,,0.16511074065254,0,1.0213197969543,0.30974656241575,0.21774541766948,0,,,0,0,0.25016720957837,0.43133655016455,0.6059477168855,0.14068497074348,0,0,0.37657874704415,0.2359810938555,,,0.22017124775082,0.16750686895234,0.50560900716479
1985,0,0.55563474701856,0.29018336010998,,0.10462478184991,,0,0.28262535868056,0,0,0.57051002821916,0.27036033258409,0,0,0.74797327067117,0.091443648699585,0,0,0.40581138553982,0,0.11206609017912,0,0,0.18411432667324,0,0,0.18453936882372,0.13294882849414,0,0.12123095616413,1.2123185253657,0,0,0,0.15900624170639,0.5609984407678,0,,0,0,0.27489697580385,1.6844464888759,0.24189361199016,0,0.10209767814251,0,0.12165021156559,0.19276802473225,0,0.23093714367161,10.394252873563,0.33210815378116,0.98702778728502,0.082883565101657,0.37928669756634,0,0,0.22453567331246,0.29605317505239,0.23602312617675,0.09332351963531,0,,0,0.075215355022163,0,,0,0.4179329948211,0.2814311446569,,0,0.36661816065192,0,0,0.50886997452507,0.15173951008778,,0.30696288992286,0,0,,0.087199820453355,0,0,0,0.065266114309788,0.14314720812183,0.22025065455105,0.51358554381017,0.26452928699625,0.37864245769171,0.20026664295043,0.28320900477542,0.39188848888968,0.45409635690762,0.33968367882083,0.2514169257039,0.37173929071739,0.31351749390251,0.36287056187522,0,0.089550800077116,0,,0.3664233944665,0,0,0,0.21001244117488,,0,0.24949460807983,,0,0.67276496690187,0,0,0,0,0.27143294755796,0,0,0.28731414868106,,,0,0.13185716949469,0.29473999307004,,0,0.98466841759685,0,0,0.2402654092287,0.30127422352004,0.20262558810138,,0,0.038405862970117,0.36878642883847,0,0.28895630907529,0.13752771618625,0,0.25789964890449,0,1.0730837882461,0.20893122359885,,0.16135887066577,0.19248972039474,,0.1335633241337,0,0.082713476541627,0.15501447287631,0.14445013979497,1.1535292957498,0.17692528417057,0.36986194944122,0,,0.69012890964224,0,0,0,0,0,0,0,0,0,0.35956048264328,0.21796875,0,0,0,0.49062887145301,0.82409866644394,0,0,0,0.98582907720684,0.58836746265114,0.27417564559857,0.075608578984962,0.10383820902188,0,0,0.27331241426762,0.14931535643505,0.62008186344839,0.43277412767011,0,0.085693864086211,0.21362814925056,,0.14833258122744,0,1.2610661473864,0.30294500446599,0.23255976722586,0,,,0,0,0.27915521147824,0.43784706791766,0.58339904750766,0.13242730975521,0,0,0.40827860736729,0.27408674611021,,,0.25722772277228,0.16062422853112,0.48876393740728
1986,0,0.53776471374173,0.30284492813044,,0.10085317546685,,0,0.27130484038957,0,0,0.5536424544621,0.26117830060276,0,0,0.79853400101604,0.098261483855405,0,0,0.39227240852081,0,0.10056369956173,0,0,0.17306754954706,0,0,0.157094445263,0.13494363841004,0,0.11035691982514,1.1887320636577,0,0,0,0.045873417721519,0.52696910148574,0,,0,0,0.26929326546594,1.6258113045517,0.23175830809965,0,0.091326399037222,0,0.13217270909184,0.1490750641574,0,0.23762370598203,1.9391498881432,0.3671656991547,0.97344753522971,0.073317555277979,0.35458107855943,0,0,0.24324138137598,0.22465512397794,0.26808445466274,0.093250864969904,0,,0,0.083709579011592,0,,0,0.43693735117826,0.26468222697751,,0,0.29050580917733,0,0,0.49908836342342,0.13238532110092,,0.29773101172047,0,0,,0.091252272217934,0,0,0,0.058130513933623,0.13755077478562,0.22124482119022,0.48989094675636,0.27308873196193,0.38762515055546,0.19003859370212,0.28956732514892,0.40018301982715,0.48674429706414,0.34900919278353,0.2405876305323,0.32906867356538,0.30337719398887,0.36902480270575,0,0.091579539066892,0,,0.40903634041565,0,0,0,0.21695677400638,,0,0.30771570193914,,0,0.60371717706197,0,0,0,0,0.29620049340404,0,0,0.34254385964912,,,0,0.1357264231096,0.31267394858631,,0,0.9599899949975,0,0,0.23238684700457,0.26545503939147,0.20727389863787,,0,0.037868629794632,0.35154836473351,0,0.29534701127529,0.15788184236315,0,0.29707640791476,0,1.1242673835125,0.21647818563836,,0.18033626401865,0.19120196429963,,0.13495854717726,0,0.084259023570738,0.15851939837351,0.1453131336394,1.124594811194,0.1892492375901,0.38226819570103,0,,0.7008345034687,0,0,0,0,0,0,0,0,0,0.36463805412881,0.21025600127602,0,0,0,0.50762681027582,0.79670715898916,0.49800883579118,0,0,1.0058505069932,0.54140217246336,0.25116790250368,0.067711859703646,0.10282279419553,0,0,0.26463797680115,0.15567642463371,0.68834344955917,0.43198634824914,0,0.078313791562081,0.20659444894464,,0.18787872056864,0,1.0919088964389,0.31053912683205,0.2377898893505,0,,,0,0,0.31091814203171,0.43135435246561,0.56404942930894,0.1172967163294,0,0,0.41448578095654,0.26002759074571,,,0.2379320360151,0.1672268907563,0.61248593925759
1987,0,0.50083496060871,0.33626032229616,,0.11671205244579,,0,0.2907162442896,0,0,0.55912663984493,0.27516449892572,0,0,0.7507691296345,0.097959403926778,0,0,0.38425880493368,0,0.079360135031456,0,0,0.1800385944442,0,0,0.16309758988542,0.13590992996094,0,0.15615257829056,1.122103049163,0,0,0,0.043347366935579,0.53908474050425,0,,0,0,0.25705660204093,1.5541190606567,0.22612296823614,0,0.11326469326469,0,0.1306991027302,0.19716723000161,0,0.2460854975197,1.6911485003658,0.39803082191781,0.95642659193199,0.081442352840739,0.35031611938685,0,0,0.26349245206038,0.22269115597853,0.26227108158459,0.111632530399,0,,0,0.085548745771794,0,,0,0.45616773968475,0.25287611651313,,0,0.28395892351275,0,0,0.48512499641713,0.13605703089173,,0.32709861216382,0,0,,0.094233081621856,0,0,0,0.063206047819972,0.15241912599319,0.21466919408096,0.47588518099548,0.26073550212164,0.39823987598921,0.18365543988448,0.31183379601595,0.40451930977814,0.49235856586685,0.33466074872657,0.24400166134604,0.36092995169082,0.28658430908701,0.37196744404445,0,0.10773426721851,0,,0.33688962851621,0,0,0,0.19063525201312,,0,0.34428101618791,,0,0.56217230847544,0,0,0,0,0.28649364666634,0,0,0.41108647450111,,,0,0.145234082397,0.32019391850487,,0,1.0137814313346,0,0,0.24841359177665,0.23134770251066,0.15798152823496,,0,0.045981408270114,0.36276672174725,0,0.32505716822254,0.1713782164258,0,0.26843304454601,0,1.1806299159664,0.20320302203976,,0.17871766114776,0.19400113496989,,0.15980298537468,0,0.088841567291312,0.17044130831811,0.15596661403113,1.136287587721,0.18364973128249,0.32756011194243,0,,0.72972136116159,0,0,0,0,0,0,0,0,0,0.36351779282332,0.18225964068255,0,0,0,0.42657861883172,0.76852313190468,0.49000408252991,0,0,0.97969646029305,0.50844572693494,0.23846510053517,0.073229678123295,0.070962581722075,0,0,0.24649167358298,0.14584140457794,0.78637626621743,0.39853181946878,0,0.076871874797065,0.2157813452083,,0.20389392265193,0,1.1529500955897,0.2830485851575,0.2412819771046,0,,,0,0,0.30343592727831,0.41186105605639,0.56861948605715,0.12157246302207,0,0,0.4053609236833,0.28405503152339,,,0.2416171857495,0.15197226327157,0.70290519877676
1988,0,0.50001366026911,0.33894544188269,,0.096449037286064,,0,0.31531144818395,0,0,0.54888688308327,0.24578659510456,0,0,0.74599741967193,0.10925627203826,0,0,0.35675003844902,0,0.079841222733343,0,0,0.18694343901269,0,0,0.14340683572216,0.13722257224476,0,0.26607974659959,0.96303950154658,0,0,0,0.054961598326146,0.54579192946518,0,,0,0,0.28431546632152,1.4970842813272,0.22550863365804,0,0.12586628446168,0,0.13429614566966,0.23353137764575,0,0.24900604952167,1.6105374823197,0.36744593293057,0.92165364177901,0.084503451938396,0.330943745196,0,0,0.25932690771607,0.24034886325456,0.24805387722402,0.11041477582138,0,,0,0.087976940251258,0,,0,0.39231621387392,0.23822990733042,,0,0.27116229446467,0,0,0.4662339827745,0.13463314520267,,0.33608226236542,0,0,,0.094335648148148,0,0,0,0.070473459682495,0.16749627017496,0.20627747097938,0.44177877894308,0.26039071347678,0.3924230783603,0.18601291085734,0.36656974249152,0.52046023709654,0.46264185412828,0.35684130855269,0.23779196999344,0.29206246773361,0.29303615214481,0.36587991388247,0,0.093728766137735,0,,0.39179646936656,0,0,0,0.2542996607353,,0,0.35774394285658,,0,0.5354159333568,0,0,0,0,0.27329100286241,0,0,0.41134969325153,,,0,0.12475668566418,0.31589877172615,,0,1.0574898785425,0,0,0.23372953130701,0.22027145359019,0.1473321796813,,0,0.048413611786299,0.33709158006107,0,0.33560370292225,0.18036878975763,0,0.29780225821457,0,1.2778360388681,0.21846721506116,,0.18865886911596,0.19596886672427,,0.16911517261387,0,0.095822535966402,0.18323543000462,0.16853115727003,1.0469887554119,0.1783526100195,0.32450632773293,0,,0.73543267248161,0,0,0,0,0,0,0,0,0,0.3413065820183,0.20499092558984,0,0,0,0.42516764632834,0.74177158503506,0.52157672333151,0,0,0.98025566434687,0.52351446502373,0.23642443973223,0.061341614906832,0.10302854085739,0,0,0.2312031210368,0.14281820544702,0.71192523437045,0.42476865569586,0,0.07065061889656,0.22394973191482,,0.19911106506424,0,1.086393577604,0.30014550392861,0.22943883801612,0,,,0,0,0.31583246870937,0.38853958090764,0.569549236156,0.16185322962462,0,0,0.40068331452545,0.26739999535132,,,0.25402170443664,0.16626557569924,0.69056953300017
1989,0,0.55822399104533,0.30953605448509,,0.093656893894713,,0,0.32868640252139,0,0,0.56373273415422,0.23998283844902,0,0,0.71718797820897,0.1054853584519,0,0,0.36915724705313,0,0.093118985795021,0,0,0.20875630252101,0,0,0.13934666016577,0.1357782520359,0,0.29864858501672,0.9908898110785,0,0,0,0.19693591142991,0.54183641333934,0,,0,0,0.30955311100146,1.4608800098906,0.22130799123031,0,0.12290245706303,0,0.12902700800563,0.21296988122536,0,0.24812403057446,2.9350033852404,0.35919377078433,0.84118925306665,0.093633684029347,0.29121018120201,0,0,0.26161438408569,0.27933056133056,0.228656925254,0.11449119021935,0,,0,0.093445035283101,0,,0,0.37611637396287,0.23942450367542,,0,0.33289968198901,0,0,0.43992482589987,0.12375122061143,,0.35361607811134,0,0,,0.093270087297345,0,0,0,0.072365256754845,0.17457098283931,0.20758402203857,0.4265394642215,0.26755153911324,0.40659792272726,0.17173902552592,0.37495709940708,0.57814253131127,0.43981301300715,0.37500597257394,0.24118975585019,0.40489523121387,0.28973058936395,0.41826976229961,0,0.097136584900258,0,,0.33912837383036,0,0,0,0.46446489803285,,0,0.34209919155377,,0,0.52763797617139,0,0,0,0,0.29276436546443,0,0,0.41003780718336,,,0,0.14709749615331,0.35739769139651,,0,0.92369513379846,0,0,0.24596959728225,0.21264131551901,0.15385390953656,,0,0.042485736021301,0.35843323407925,0,0.33389828285081,0.12027359108781,0,0.16729781580296,0,1.2805008503759,0.20756167817671,,0.16028925487175,0.19548910683148,,0.14341293418647,0,0.092939210361395,0.18175043907335,0.16470311825317,0.99217190826921,0.2100306125074,0.37020229492061,0,,0.78578302615605,0,0,0,0,0,0,0,0,0,0.34501940337999,0.26632,0,0,0,0.44769597372347,0.69953857045334,0.51617312072893,0,0,0.9519002935992,0.51980259452228,0.25686536546141,0.059797033567525,0.073250624586278,0,0,0.21775645953281,0.13270310669414,0.7081578675483,0.42508697899929,0,0.064788394676897,0.23453559755406,,0.20338510553564,0,1.1142244361422,0.31319477547907,0.2524275674783,0,,,0,0,0.3167481148068,0.38630073384063,0.5563505717692,0.16231059972572,0,0,0.41105331107148,0.18754532760356,,,0.25606587798655,0.1388588718392,0.65991072159882
1990,0,0.36569779016524,0.29526000884973,0,0.097107035856726,0,0,0.32260296682861,1.3963157083398,0,0.56784106738239,0.26692907315402,0.86564457246207,0,0.72707771656312,0.10509115875729,0,1.2487229603338,0.40380403999102,0,0.09540014015417,0,0,0.22995502730485,0,2.8346793002915,0.24663439583524,0.13669518101181,0,0.28825282966137,0.96547383291918,0,0,0,0.018074127487742,0.54063283548592,0,,0,0,0.30679131562497,1.4256317204697,0.22492498903002,0,0.095956390855097,0,0.12328013208586,0.12455715327707,0.34135535207559,0.23566728579039,3.0165042235218,0.35149524241051,0.8117077125372,0.097865334131626,0.31490577686315,0,0,0.24686286145878,0.22338881090836,0.22629371681283,0.1061015350313,0,,1.6785219399538,0.097206667534835,0,,0,0.40581455812065,0.23745620966758,,0,0.24654537459462,0,0.73032997955879,0.43608272196601,0.13781259086944,,0.40260660875276,0,0,,0.10735468820874,0,0,0,0.070647246891652,0.16538736281577,0.18006593173346,0.42759574294664,0.31226796929518,0.41213203642605,0.1827766413131,0.34482421633594,0.24876421131632,0.44367825394898,0.39874332146037,0.25688396799641,0.43496677260907,0.31320855257875,0.47802819471691,1.2754293559899,0.1041772778073,0,,0.48586079267979,1.4177603853101,0,0.55610708787136,0.37808265257088,0,0,0.32488633026952,0,0.78970805657921,0.60103997564935,0,0.7468421328031,0,0,0.30490714971338,0,0,0.34565990750623,,,0,0.19077384836226,0.29910610340332,,1.1854915196309,0.90220762634556,0,0,0.23952968572943,0.20663545695095,0.14319334550619,,0,0.034842315732073,0.34566619635283,0,0.3317675885619,0.16758773368317,0,0.1368678738865,0,0.76386851975511,0.20882771993923,0,0.18037513862771,0.21045178545388,,0.1451326498256,0,0.085691357033946,0.18442153997817,0.16988570066887,0.99357807837886,0.22584647822493,0.35636645020331,0,,0.660358025365,0.93022814241414,0,0,0,0,0,0,0,0,0.27310705614378,0.22984550047595,1.0292699385384,0,0,0.43201490426352,0.79981815584044,0.41243271306391,0,0,0.87708065935421,0.4957807040041,0.25430430485515,0.062436821338898,0.1077006483092,0,0,0.22361491181291,0.14340755509805,0.69362829538646,0.39822938916406,0.53642675429298,0.059106817863643,0.24222529014969,,0.19418446795768,0,1.1574768266085,0.2898326415261,0.25445224459634,1.366754388887,0,0,0,1.3267223295715,0.25541734181718,0.39615178678582,0.5649763349291,0.1323028180757,1.7801322249769,0,0.43320187900275,0.21833958144517,,,0.24225015265622,0.13061512568543,0.59886529733056
1991,0,0.40369462770971,0.30690329314266,0,0.097786576533076,0,0,0.29900608529651,1.6426850558659,0,0.56827921728519,0.27299132559054,0.85924514301133,0,0.62468647908104,0.10630575407271,0,1.177785059773,0.40661146144631,0,0.10652635825713,0,0,0.22788479877932,0,2.3529552442774,0.22389937106918,0.14136657757543,0,0.23959085982659,0.84215174352121,0,0,0,0.001692134696693,0.54047017907603,0,,0,0,0.26906146574147,1.3683299999838,0.21897589313668,0,0.099713967900842,0,0.13567625572661,0.11220217170534,0.29463327676934,0.23295688133298,2.3505710659898,0.38562218890555,0.83274756988333,0.078769896150268,0.37214648148685,0,0,0.26595585484474,0.20992616899098,0.23005705679785,0.13052945316057,0,,1.6756350925561,0.10367059318469,0,,0,0.41813969686416,0.24990813155889,,0,0.23423983423983,0,0.71969314626022,0.39987843291992,0.14533057137925,,0.39038588537251,0,0,,0.10318816420088,0,0,0,0.06848593278608,0.16667924528302,0.17860854177387,0.46111316690235,0.29622324800671,0.43438606029699,0.20546929656421,0.33036268308873,0.63731029619182,0.44492483193055,0.37350926318182,0.25282207805212,0.42721860875317,0.30587326015504,0.44369819436355,1.382727370458,0.085077484376693,0,,0.3249117762384,1.349368466899,0,0.58008285220341,0.28216906012031,0,0,0.3278904446838,0,0.88861184087071,0.5820928277923,0,0.56412358485305,0,0,0.33388387677878,0,0,0.35356545028457,,,0,0.19000374859428,0.29883853027144,,1.1384904892686,1.2110100909182,0,0,0.23583659775821,0.19695382227396,0.14079507164494,0.12305539358601,0,0.045817669172932,0.35491533381392,0,0.34611083136777,0.1633040335168,0,0.14860623287696,0,0.77170995029788,0.19394438167773,0,0.17567276804655,0.19927793462724,,0.15563659196291,0,0.081552419354839,0.17371915201405,0.17964122336139,1.0609331239441,0.22405569334516,0.54450719002654,0,,0.62607360727569,0.92950852358465,0,0,0,0,0,0,0,0,0.34232181447607,0.24118235042125,0.82420602983966,0,0,0.41187269718497,0.81169279425852,0.41996460601698,0,0,0.92318226732087,0.47577324547945,0.25828824719475,0.064483446598915,0.093822750766903,0,0,0.22712116021469,0.15121587520073,0.71360907722745,0.39855974612474,0.51949452304884,0.06181868056508,0.24550921692376,,0.21079613992762,0,1.1263391968138,0.32645346366341,0.26288840779636,1.2410567118313,0,0,0,1.2981385937045,0.27758087821125,0.40573536509596,0.55991753092232,0.14582729410249,1.8348645963947,0,0.37285100866888,0.20667068417523,,,0.21850779136846,0.12937757983924,0.57824470605387
1992,0,0.25528133252082,0.30559453400562,0,0.10715323015643,0,0,0.27664754023409,0.87894105294735,0,0.55605299160979,0.24512858365339,1.2240069724371,0,0.53705734182842,0.10518483055774,0,1.2082123917567,0.39760605019353,0,0.11297544409613,0,0,0.2485082748527,0,2.7675138121547,0.22935832851598,0.14278523105973,0,0.22459694801276,0.84566971250279,0,0,0,0.084354499319223,0.55251873170189,0,,0,0,0.24783963919589,1.2537860424646,0.22629644076778,0,0.12090754220226,0,0.1414068110519,0.10032890443499,0.30516540380706,0.19163893624586,1.9039301310044,0.37825133616555,0.81295448924066,0.078925631444385,0.33195711523149,0,0,0.26168875132992,0.27813092324107,0.22783094689801,0.12767235074483,0,,1.5299151167145,0.11275623800384,0,,0,0.42512177549454,0.23983373206708,,0,0.2628467582447,0,0.93288348803127,0.3736652131455,0.12166904848948,,0.3949516983484,0,0,,0.11762402607728,0,0,0,0.063734118153758,0.18043348815053,0.19443748744787,0.42551194306593,0.32759119861031,0.43815528257993,0.21745354565536,0.32123451023687,0.62643526545896,0.42810603150211,0.40351903346438,0.24953557120519,0.41686760015138,0.30581653364302,0.45244855578629,1.3227925984788,0.098357700781094,0,,0.35328836826865,0.93425223402462,0,0.67661701105238,0.3236507619618,0,0,0.29279190225772,0,0.58038898780989,0.5603045033477,0,0.65826668258326,0,0,0.33422273573285,0,0,0.36862807803006,0,,0,0.20030502111685,0.29068663975675,0,1.5047772756617,1.2103820323682,0,0,0.25287068308095,0.20501638001638,0.15026691495965,0.12517680339463,0,0.052944314497928,0.3486315626066,0,0.36787705111094,0.19423895253682,0,0.16326573103295,0,0.7335556173011,0.19234325771461,0,0.16622175012928,0.19746123579331,0,0.18863940719579,0,0.098356843309188,0.17584281336034,0.1988987092576,1.0083822764929,0.24166893407016,0.74830501427502,0,,0.64169691915228,0.88860119030059,0,0,0,0,0,0,0,0,0.35097200095538,0.2414245416079,0.92179013778406,0,0,0.41162052096407,0.79832594379605,0.44440319817247,0,0,0.87188328145071,0.48256819705323,0.26516732897842,0.076232849101957,0.078616067028093,0,0,0.22864268355842,0.15087263153408,0.63552486187845,0.39204337008557,0.58614704700683,0.059351478128068,0.24928304765427,,0.21580820770519,0,1.28934332186,0.29353280901977,0.25737146122916,1.3139255061394,0,0,0,1.3387594714618,0.27374095945856,0.39391174864876,0.55168622567695,0.15347817004387,2.0376061322917,0,0.32259652403476,0.19076660195564,,,0.21842675751007,0.1339725875981,0.67769899451188
